type_enc,sub_type_enc,listPrice,sqft,lot_sqft,stories,beds,baths,baths_full,garage,year_built,price_per_sqft_sold,property_age_at_sale
4.0,0.0,329500.0,1650.0,10890.0,2.0,3.0,2.0,2.0,2.0,1900.0,197.13,126.0
